Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
1189804,Closed with explanation,Yes,Yes
1189805,Closed with explanation,Yes,No
1168548,Closed with monetary relief,Yes,No
1159492,Closed with explanation,Yes,No
1189810,Closed with explanation,Yes,Yes
1189811,Closed with explanation,Yes,No
1157951,Closed with monetary relief,Yes,No
1168558,Closed with explanation,Yes,No
1168570,Closed with explanation,Yes,Yes
1190308,Closed with explanation,Yes,No
1168560,Closed with explanation,Yes,No
1157838,Closed with explanation,Yes,No
1168563,Closed with explanation,Yes,No
1189835,Closed with non-monetary relief,Yes,Yes
1157920,Closed with explanation,Yes,No
1191103,Closed with explanation,Yes,No
1167745,Closed with explanation,Yes,Yes
1189840,Closed with explanation,No,No
1168606,Closed with explanation,Yes,No
1159600,Closed with explanation,Yes,Yes
1189844,Closed with explanation,Yes,No
1189845,Closed with explanation,Yes,No
1191118,Closed with non-monetary relief,Yes,No
1168617,Closed with explanation,Yes,No
1191182,Closed with explanation,Yes,No
1189853,Closed with non-monetary relief,Yes,No
1168625,Closed with non-monetary relief,Yes,No
1168635,Closed with explanation,Yes,No
1168655,Closed with explanation,Yes,No
1168656,Closed with explanation,Yes,No
1159363,Closed with non-monetary relief,Yes,Yes
1168662,Closed with explanation,Yes,No
1189888,Closed with monetary relief,Yes,No
1157921,Closed with explanation,Yes,No
1191158,Closed with explanation,Yes,No
1168674,Closed with explanation,Yes,No
1159590,Closed with monetary relief,Yes,No
1157797,Closed with explanation,Yes,No
1167627,Closed with explanation,Yes,Yes
1160053,Closed with monetary relief,Yes,No
1160101,Closed with explanation,Yes,Yes
1160058,Closed with explanation,Yes,Yes
1189940,Closed,Yes,No
1189942,Closed with monetary relief,Yes,No
1160264,Closed with explanation,Yes,No
1168738,Closed with explanation,Yes,No
1189953,Closed with explanation,Yes,No
1189734,Closed with explanation,Yes,Yes
1189968,Closed with non-monetary relief,Yes,No
1189969,Closed with explanation,Yes,No
1168701,Untimely response,No,
1160294,Closed with explanation,Yes,No
1160299,Closed with explanation,Yes,No
1168702,Closed,Yes,No
1168794,Closed with explanation,Yes,No
1190064,Closed with explanation,Yes,Yes
1191172,Closed with explanation,Yes,No
1167887,Closed with non-monetary relief,Yes,No
1160318,Closed with non-monetary relief,Yes,No
1160320,Closed with explanation,Yes,No
1160104,Closed with explanation,Yes,Yes
1190002,Closed with explanation,Yes,No
1167987,Closed with non-monetary relief,Yes,Yes
1160326,Closed with explanation,Yes,Yes
1190934,Closed with explanation,Yes,Yes
1189753,Closed with explanation,Yes,Yes
1167902,Closed with explanation,Yes,Yes
1190014,Closed with explanation,Yes,Yes
1159856,Closed with explanation,Yes,Yes
1160154,Closed with monetary relief,Yes,No
1190018,Closed with explanation,Yes,No
1189769,Closed with explanation,Yes,No
1191160,Closed with explanation,Yes,Yes
1159938,Closed with non-monetary relief,Yes,Yes
1168851,Closed with non-monetary relief,Yes,No
1191204,Closed with explanation,Yes,Yes
1190135,Closed with explanation,Yes,No
1190035,Closed with monetary relief,Yes,No
1189763,Closed with explanation,Yes,Yes
1160143,Closed with explanation,Yes,No
1168870,Closed with explanation,Yes,No
1160037,Closed with explanation,Yes,No
1190144,Closed with explanation,Yes,No
1168872,Closed with explanation,No,
1190050,Closed with explanation,Yes,No
1190356,Closed with explanation,Yes,No
1167671,Closed with explanation,Yes,No
1190315,Closed with explanation,Yes,Yes
1159857,Closed with explanation,Yes,No
1190238,Closed with explanation,Yes,No
1190316,Closed with explanation,Yes,No
1190230,Closed with explanation,Yes,No
1160367,Closed with non-monetary relief,Yes,No
1160368,Closed with explanation,Yes,Yes
1167676,Closed with explanation,Yes,No
1167971,Closed with explanation,Yes,No
1190563,Closed with explanation,Yes,No
1167756,Closed with explanation,Yes,No
1190657,Closed with explanation,Yes,Yes
1160370,Closed with explanation,Yes,No
1160371,Closed with explanation,Yes,No
1167818,Closed with explanation,Yes,Yes
1191235,Closed with explanation,Yes,Yes
1162077,Closed with explanation,Yes,Yes
1168912,Closed with explanation,Yes,No
1168922,Closed with non-monetary relief,Yes,No
1160399,Closed with explanation,Yes,No
1190100,Closed with explanation,Yes,No
1191239,Closed with explanation,Yes,No
1190504,Closed with explanation,Yes,No
1160385,Closed with explanation,Yes,No
1160387,Closed with explanation,Yes,No
1159978,Closed with explanation,Yes,No
1168940,Closed with explanation,Yes,No
1190112,Closed with explanation,Yes,No
1191185,Closed with non-monetary relief,Yes,No
1160025,Closed,Yes,No
1160990,Closed,Yes,No
1168952,Closed with explanation,Yes,No
1160394,Closed with explanation,Yes,No
1167779,Closed with explanation,Yes,No
1160150,Closed with explanation,Yes,No
1160396,Closed with explanation,Yes,No
1160420,Closed with explanation,Yes,No
1167883,Closed with non-monetary relief,Yes,No
1159968,Closed with explanation,Yes,No
1160497,Closed with explanation,Yes,No
1160514,Closed with monetary relief,Yes,Yes
1168979,Closed with explanation,Yes,No
1190153,Closed with explanation,Yes,No
1168743,Closed with explanation,Yes,No
1160067,Closed with explanation,Yes,Yes
1167834,Closed with non-monetary relief,Yes,No
1160407,Closed with explanation,Yes,No
1160408,Closed with explanation,Yes,No
1190146,Closed with explanation,Yes,No
1161088,Closed with explanation,Yes,No
1190180,Closed with non-monetary relief,Yes,No
1167973,Closed with non-monetary relief,Yes,No
1159979,Closed with explanation,Yes,No
1160583,Closed with explanation,Yes,No
1190195,Closed with explanation,Yes,Yes
1160520,Closed with explanation,Yes,No
1169022,Closed with explanation,Yes,No
1160438,Closed,Yes,No
1169044,Closed with explanation,Yes,No
1160462,Closed with explanation,Yes,Yes
1160464,Untimely response,No,
1160465,Closed with explanation,Yes,No
1160448,Closed with explanation,Yes,No
1159926,Closed with non-monetary relief,Yes,Yes
1160492,Closed with non-monetary relief,Yes,No
1190270,Closed with explanation,Yes,Yes
1160494,Closed with explanation,Yes,No
1160500,Closed with explanation,Yes,No
1169097,Closed with explanation,Yes,No
1167737,Closed with explanation,Yes,Yes
1160507,Closed with explanation,Yes,No
1160508,Closed with explanation,Yes,No
1169106,Closed with monetary relief,Yes,No
1160526,Closed with explanation,Yes,Yes
1169144,Closed with non-monetary relief,Yes,No
1182099,Closed with monetary relief,Yes,No
1191078,Closed with explanation,Yes,No
1167903,Closed with explanation,Yes,No
1190335,Closed with explanation,Yes,No
1190340,Closed with non-monetary relief,Yes,No
1193982,Closed with explanation,Yes,No
1205541,Closed with explanation,Yes,No
1160568,Closed with explanation,Yes,No
1169158,Closed with explanation,Yes,No
1189732,Closed with explanation,Yes,Yes
1160572,Closed with explanation,Yes,No
1190345,Closed with explanation,Yes,No
1160584,Closed with explanation,No,No
1169146,Closed with explanation,Yes,No
1182126,Closed with explanation,Yes,No
1182127,Closed with explanation,Yes,No
1159914,Closed with explanation,Yes,Yes
1162086,Closed with explanation,Yes,No
1190354,Closed with explanation,Yes,No
1195869,Closed with explanation,Yes,No
1169413,Closed with non-monetary relief,Yes,No
1160054,Closed with explanation,Yes,No
1189775,Closed with explanation,Yes,No
1160618,Closed with monetary relief,Yes,No
1169418,Closed with explanation,Yes,No
1160620,Closed with explanation,Yes,No
1191081,Closed with explanation,Yes,No
1167697,Closed with monetary relief,Yes,No
1182152,Closed with explanation,Yes,No
1160632,Closed with explanation,Yes,Yes
1160634,Closed with explanation,No,Yes
1190399,Closed with explanation,No,No
1174577,Closed with explanation,Yes,No
1176055,Closed with explanation,Yes,No
1167721,Closed with explanation,Yes,Yes
1183314,Closed with explanation,Yes,Yes
1167722,Closed with explanation,Yes,No
1182145,Closed with explanation,Yes,No
1189784,Closed,Yes,No
1205542,Closed with explanation,Yes,No
1182192,Closed with explanation,Yes,No
1182193,Closed with explanation,Yes,No
1182197,Closed with explanation,Yes,No
1182198,Closed with explanation,Yes,No
1190378,Closed with explanation,Yes,No
1182202,Closed with non-monetary relief,Yes,No
1167841,Closed with explanation,Yes,Yes
1160676,Closed with monetary relief,Yes,No
1189793,Closed with explanation,Yes,No
1169226,Closed with explanation,Yes,No
1190445,Closed with explanation,Yes,No
1160686,Closed with explanation,Yes,No
1160690,Closed with explanation,No,
1160691,Closed with explanation,Yes,No
1190452,Closed with explanation,Yes,Yes
1174630,Closed with explanation,Yes,No
1190455,Closed with explanation,Yes,Yes
1160701,Closed with explanation,Yes,Yes
1175792,Closed with explanation,Yes,No
1182235,Closed with explanation,Yes,Yes
1169248,Closed with explanation,Yes,No
1190468,Closed with explanation,Yes,Yes
1160710,Closed with explanation,Yes,No
1174276,Closed with explanation,Yes,Yes
1160716,Closed with explanation,Yes,No
1167850,Untimely response,No,
1161758,Closed with non-monetary relief,Yes,No
1175772,Closed with explanation,Yes,No
1160721,Closed with monetary relief,Yes,No
1191209,Closed with explanation,Yes,No
1182262,Closed with explanation,Yes,No
1174648,Closed with explanation,Yes,No
1169265,Closed with explanation,Yes,No
1167851,Closed with explanation,Yes,Yes
1191037,Closed with explanation,Yes,Yes
1189729,Closed with non-monetary relief,Yes,No
1167951,Closed with explanation,Yes,No
1174677,Closed with explanation,Yes,No
1159931,Closed with explanation,Yes,Yes
1167953,Closed with explanation,Yes,No
1182275,Closed with non-monetary relief,Yes,No
1182252,Closed with explanation,Yes,No
1190515,Closed with explanation,Yes,Yes
1182283,Closed with explanation,Yes,Yes
1174688,Closed with explanation,Yes,Yes
1174699,Closed with explanation,Yes,No
1174702,Closed with explanation,Yes,No
1183174,Closed with explanation,Yes,No
1191061,Closed with explanation,Yes,No
1160761,Closed with explanation,Yes,No
1160762,Closed with explanation,Yes,Yes
1182291,Closed with explanation,Yes,No
1174711,Closed with explanation,Yes,Yes
1189747,Closed with explanation,Yes,No
1182298,Closed with explanation,Yes,Yes
1174701,Closed with explanation,Yes,No
1160771,Closed with explanation,Yes,Yes
1183156,Closed with explanation,Yes,No
1160775,Closed with explanation,Yes,Yes
1183232,Closed with non-monetary relief,Yes,Yes
1169312,Closed with explanation,Yes,No
1160030,Closed with explanation,Yes,No
1183535,Closed with non-monetary relief,Yes,No
1167695,Closed with non-monetary relief,Yes,No
1190550,Closed with explanation,No,No
1190553,Closed with explanation,Yes,No
1160784,Closed with explanation,Yes,No
1190556,Closed with explanation,Yes,No
1169323,Closed with explanation,Yes,No
1174735,Closed with explanation,Yes,No
1174856,Closed with explanation,Yes,Yes
1174914,Closed with explanation,Yes,No
1174747,Closed with explanation,Yes,Yes
1174736,Closed with explanation,Yes,No
1160808,Closed with explanation,Yes,No
1190586,Closed with monetary relief,Yes,No
1190587,Closed with explanation,Yes,Yes
1160814,Closed with explanation,Yes,No
1174759,Closed with explanation,Yes,No
1176046,Closed with non-monetary relief,Yes,No
1167802,Closed with monetary relief,Yes,No
1190592,Closed with explanation,Yes,No
1174762,Closed with explanation,Yes,No
1174763,Closed with explanation,Yes,No
1160823,Closed with explanation,Yes,No
1169346,Closed with explanation,Yes,No
1191064,Closed with explanation,Yes,Yes
1183145,Closed with non-monetary relief,Yes,No
1182369,Closed with explanation,Yes,No
1160018,Closed with explanation,Yes,Yes
1169362,Closed with explanation,Yes,No
1160001,Closed with explanation,Yes,No
1190618,Closed with explanation,Yes,No
1191084,Closed with explanation,Yes,Yes
1176317,Closed with explanation,Yes,No
1175007,Closed with explanation,Yes,Yes
1191193,Closed with explanation,Yes,Yes
1174782,Closed with explanation,Yes,No
1182394,Closed with explanation,Yes,No
1174768,Closed with explanation,Yes,No
1167717,Closed with explanation,Yes,No
1160861,Closed with explanation,Yes,No
1175180,Closed with explanation,Yes,No
1167636,Closed with explanation,Yes,No
1169376,Closed with explanation,Yes,No
1160855,Closed with explanation,Yes,No
1175798,Closed with explanation,Yes,Yes
1190643,Closed with non-monetary relief,Yes,No
1175883,Closed with explanation,Yes,Yes
1175810,Closed with explanation,Yes,No
1182410,Closed with explanation,Yes,No
1183275,Closed with explanation,Yes,No
1160866,Closed with explanation,Yes,No
1160868,Closed with explanation,Yes,No
1160216,Closed with explanation,Yes,No
1160869,Closed with explanation,Yes,No
1182418,Closed with explanation,Yes,No
1169391,Closed with explanation,Yes,No
1159950,Closed with explanation,Yes,Yes
1169407,Closed with explanation,Yes,No
1160877,Closed with explanation,Yes,No
1167905,Closed with explanation,Yes,Yes
1169424,Closed with explanation,Yes,No
1182429,Closed with explanation,Yes,Yes
1182433,Closed with explanation,Yes,No
1167907,Closed with explanation,Yes,Yes
1190677,Closed with explanation,Yes,No
1167996,Closed with explanation,Yes,No
1169441,Closed with explanation,No,
1182444,Closed with explanation,Yes,No
1169442,Closed with explanation,Yes,No
1182445,Closed with explanation,Yes,No
1182452,Closed with non-monetary relief,Yes,No
1160899,Closed with explanation,Yes,No
1175068,Closed,Yes,No
1183231,Closed with explanation,Yes,No
1190691,Closed with explanation,Yes,No
1182454,Closed with monetary relief,Yes,No
1191493,Closed with explanation,Yes,Yes
1169455,Closed with explanation,Yes,No
1191052,Closed with explanation,Yes,Yes
1190697,Closed with non-monetary relief,Yes,Yes
1182467,Closed with explanation,Yes,No
1169461,Closed with non-monetary relief,Yes,No
1183191,Closed with explanation,Yes,No
1189740,Closed with explanation,Yes,No
1168744,Closed with non-monetary relief,Yes,No
1168225,Closed with explanation,Yes,No
1190717,Closed with explanation,Yes,Yes
1174852,Closed with explanation,Yes,Yes
1174861,Closed with non-monetary relief,Yes,No
1160937,Closed with explanation,Yes,No
1190730,Closed with explanation,Yes,Yes
1169488,Closed with explanation,Yes,No
1175912,Closed with explanation,Yes,No
1191127,Closed with explanation,No,No
1160955,Closed with explanation,Yes,No
1182513,Closed with explanation,Yes,Yes
1190748,Closed with explanation,Yes,No
1169506,Closed with non-monetary relief,Yes,Yes
1174864,Closed with explanation,Yes,No
1160961,Closed with explanation,Yes,Yes
1174896,Closed with explanation,Yes,Yes
1160105,Closed with explanation,Yes,No
1174900,Closed with explanation,No,
1183292,Closed with explanation,Yes,Yes
1160967,Closed with explanation,Yes,No
1190770,Closed with explanation,Yes,No
1174910,Closed with explanation,Yes,No
1182536,Closed with explanation,Yes,No
1182305,Closed with explanation,Yes,No
1169521,Closed with explanation,Yes,Yes
1176036,Closed with explanation,Yes,No
1190785,Closed with non-monetary relief,Yes,No
1174865,Closed with explanation,Yes,No
1183285,Closed with explanation,Yes,No
1183371,Closed with explanation,Yes,No
1160998,Closed with explanation,Yes,No
1169953,Closed with explanation,Yes,No
1174867,Closed with non-monetary relief,Yes,No
1169543,Closed with explanation,Yes,No
1169954,Closed with explanation,Yes,No
1182564,Closed with explanation,Yes,No
1190804,Closed with explanation,Yes,No
1182568,Closed with non-monetary relief,Yes,Yes
1161016,Closed with explanation,Yes,No
1190814,Closed with explanation,Yes,No
1161018,Closed with explanation,Yes,No
1174950,Closed with explanation,Yes,No
1191154,Closed with explanation,Yes,Yes
1191128,Closed with explanation,Yes,No
1161029,Closed with monetary relief,Yes,No
1160727,Closed with explanation,Yes,No
1190825,Closed with explanation,Yes,No
1181821,Closed with explanation,Yes,No
1183605,Closed with explanation,Yes,No
1191245,Closed with explanation,Yes,Yes
1161053,Closed with explanation,Yes,No
1169739,Closed with explanation,Yes,No
1174285,Closed with explanation,Yes,Yes
1205546,Closed with explanation,Yes,No
1169673,Closed with explanation,Yes,Yes
1161060,Closed with explanation,Yes,No
1159861,Closed with explanation,Yes,Yes
1159888,Closed with explanation,Yes,No
1169552,Closed with explanation,Yes,Yes
1190850,Closed with explanation,Yes,No
1176081,Closed with explanation,Yes,No
1174993,Closed with non-monetary relief,Yes,No
1190855,Closed with explanation,Yes,No
1183606,Closed with explanation,Yes,No
1190867,Closed with non-monetary relief,Yes,No
1160055,Closed with explanation,Yes,Yes
1161073,Closed with explanation,Yes,No
1182631,Closed with explanation,Yes,No
1161084,Closed with explanation,Yes,Yes
1161087,Closed with explanation,Yes,No
1161090,Closed with explanation,Yes,No
1160085,Closed with non-monetary relief,Yes,No
1181826,Closed with explanation,Yes,No
1169667,Closed with explanation,Yes,No
1183189,Closed with explanation,Yes,No
1176039,Closed with explanation,Yes,No
1161031,Closed with explanation,Yes,No
1190892,Closed with explanation,Yes,No
1170028,Closed with explanation,No,
1175031,Closed with explanation,Yes,No
1175054,Closed with explanation,Yes,No
1182672,Closed with explanation,Yes,No
1182685,Closed with non-monetary relief,Yes,No
1175231,Closed with monetary relief,Yes,No
1182686,Closed with non-monetary relief,Yes,No
1175884,Closed with explanation,Yes,Yes
1161142,Closed with explanation,Yes,No
1175578,Closed with monetary relief,Yes,No
1195304,Closed with explanation,Yes,No
1175044,Closed with explanation,Yes,No
1175045,Closed with explanation,Yes,No
1161157,Closed with explanation,Yes,Yes
1183176,Closed with explanation,Yes,No
1190971,Closed with explanation,Yes,No
1175100,Closed with explanation,Yes,No
1183249,Closed with explanation,Yes,No
1182731,Closed with explanation,Yes,No
1195330,Closed with explanation,Yes,No
1196222,Closed with explanation,Yes,No
1161175,Closed with explanation,Yes,No
1182742,Closed with explanation,Yes,Yes
1190991,Closed with explanation,Yes,No
1195506,Closed with explanation,Yes,No
1182744,Closed with explanation,Yes,Yes
1161182,Closed with explanation,Yes,No
1175113,Untimely response,No,
1182753,Closed with non-monetary relief,Yes,No
1194142,Closed with explanation,Yes,No
1182755,Closed with explanation,Yes,No
1161186,Closed with explanation,Yes,No
1195874,Closed with explanation,Yes,No
1175128,Closed with explanation,Yes,No
1175129,Closed with explanation,Yes,No
1191077,Closed with explanation,Yes,No
1191010,Closed with explanation,Yes,Yes
1183122,Closed with explanation,Yes,No
1195359,Closed with monetary relief,Yes,No
1195291,Closed with non-monetary relief,Yes,No
1195361,Closed with explanation,Yes,No
1191063,Closed with explanation,Yes,No
1161199,Closed with explanation,Yes,No
1175117,Closed with explanation,Yes,No
1183087,Closed with explanation,Yes,No
1195380,Closed with explanation,Yes,No
1195452,Closed with explanation,Yes,Yes
1183731,Closed with explanation,Yes,No
1195515,Closed with explanation,Yes,No
1175167,Closed with explanation,Yes,No
1182795,Closed with non-monetary relief,Yes,No
1183245,Closed with explanation,Yes,No
1175175,Closed with explanation,Yes,No
1182800,Closed with explanation,Yes,No
1194004,Closed with non-monetary relief,Yes,Yes
1195413,Closed with explanation,Yes,No
1193962,Closed with explanation,Yes,No
1195417,Closed with explanation,Yes,Yes
1207428,Closed with explanation,Yes,No
1182818,Closed with explanation,Yes,No
1195425,Closed with explanation,Yes,No
1198805,Closed with non-monetary relief,Yes,No
1205559,Closed with explanation,Yes,No
1161243,Closed with explanation,Yes,Yes
1205560,Closed with non-monetary relief,Yes,No
1161245,Closed with explanation,Yes,No
1195438,Closed with explanation,Yes,No
1193590,Closed with monetary relief,Yes,No
1196226,Closed with monetary relief,Yes,No
1182839,Closed with explanation,Yes,Yes
1196228,Closed with explanation,Yes,Yes
1196234,Closed with explanation,Yes,No
1161258,Closed with explanation,Yes,No
1161260,Closed with explanation,Yes,No
1161261,Closed with explanation,Yes,No
1198824,Closed with explanation,Yes,No
1161266,Closed with explanation,Yes,No
1203343,Closed with explanation,Yes,No
1196260,Closed with explanation,Yes,No
1196263,Closed with monetary relief,Yes,No
1161272,Closed with explanation,Yes,No
1175236,Closed with explanation,Yes,No
1196268,Closed with explanation,Yes,Yes
1175244,Closed with explanation,Yes,No
1201031,Closed with non-monetary relief,Yes,No
1175251,Closed with non-monetary relief,Yes,Yes
1197619,Closed with explanation,Yes,No
1194036,Closed with explanation,No,No
1194032,Closed with explanation,Yes,No
1196281,Closed with explanation,Yes,No
1205568,Closed with non-monetary relief,Yes,No
1159969,Closed with explanation,Yes,No
1196285,Closed with explanation,Yes,No
1195643,Closed with monetary relief,Yes,No
1175262,Closed with explanation,Yes,No
1201032,Closed with explanation,Yes,No
1205569,Closed with explanation,Yes,No
1198454,Closed with explanation,Yes,No
1175263,Closed with explanation,Yes,No
1196313,Closed with monetary relief,Yes,No
1159925,Closed with explanation,Yes,No
1175747,Closed with explanation,Yes,No
1196290,Closed with non-monetary relief,Yes,No
1196314,Closed with monetary relief,Yes,No
1161514,Closed with explanation,Yes,No
1205576,Closed with explanation,Yes,Yes
1196319,Closed with explanation,Yes,No
1194035,Closed with explanation,Yes,No
1192039,Closed with explanation,Yes,No
1175283,Closed with explanation,Yes,No
1182911,Closed with explanation,Yes,No
1159975,Closed with non-monetary relief,Yes,No
1195632,Closed with explanation,Yes,No
1196329,Closed with explanation,Yes,No
1182916,Closed with explanation,Yes,No
1182921,Closed with explanation,Yes,No
1194055,Closed with explanation,Yes,No
1196337,Closed with explanation,Yes,Yes
1203354,Closed with monetary relief,Yes,Yes
1175306,Closed with non-monetary relief,Yes,No
1182937,Closed with explanation,Yes,No
1196296,Closed with explanation,Yes,No
1161339,Closed with non-monetary relief,Yes,No
1194066,Closed with explanation,Yes,No
1175308,Closed with non-monetary relief,Yes,No
1201035,Closed with explanation,Yes,No
1191530,Closed with explanation,Yes,No
1196298,Closed with non-monetary relief,Yes,No
1160219,Closed with explanation,Yes,No
1196362,Closed with explanation,Yes,No
1160038,Closed with explanation,Yes,No
1175300,Closed with explanation,Yes,No
1195890,Closed with explanation,Yes,No
1194123,Closed,Yes,No
1211994,Closed with explanation,Yes,Yes
1211996,Closed with explanation,Yes,No
1203658,Closed with explanation,Yes,No
1194070,Closed with explanation,Yes,Yes
1161355,Closed with explanation,Yes,No
1161356,Closed with non-monetary relief,Yes,Yes
1175311,Closed with explanation,Yes,No
1192073,Closed with explanation,Yes,No
1194120,Closed with explanation,Yes,No
1182960,Closed with explanation,Yes,No
1175953,Closed with explanation,Yes,No
1212001,Closed with non-monetary relief,Yes,No
1198859,Closed with explanation,Yes,No
1203666,Closed with explanation,Yes,No
1161364,Closed with explanation,Yes,Yes
1196379,Closed,Yes,No
1197509,Closed with explanation,Yes,Yes
1182962,Closed with explanation,Yes,No
1194071,Closed with explanation,Yes,Yes
1196381,Closed with explanation,Yes,Yes
1192041,Closed with non-monetary relief,Yes,Yes
1182968,Closed with explanation,Yes,No
1196384,Closed with explanation,Yes,No
1212006,Closed with explanation,Yes,No
1175350,Closed with explanation,Yes,No
1203672,Closed with explanation,Yes,No
1203673,Closed with monetary relief,Yes,No
1181943,Closed with explanation,Yes,No
1196396,Closed with explanation,Yes,No
1161374,Closed with explanation,Yes,Yes
1205585,Closed with explanation,Yes,No
1212025,Closed with explanation,Yes,No
1175876,Closed with explanation,Yes,No
1182983,Closed with explanation,Yes,No
1203927,Closed with explanation,Yes,No
1181808,Closed with non-monetary relief,Yes,Yes
1204599,Closed with explanation,Yes,No
1191533,Closed with explanation,Yes,No
1175366,Closed with explanation,Yes,No
1175980,Closed with non-monetary relief,Yes,Yes
1212029,Closed with explanation,Yes,No
1212030,Closed with explanation,Yes,No
1196410,Closed with explanation,Yes,No
1182991,Closed with explanation,Yes,No
1203296,Closed with non-monetary relief,Yes,No
1175377,Closed with explanation,Yes,No
1175379,Closed with explanation,Yes,No
1161394,Closed with explanation,Yes,No
1194077,Closed with explanation,Yes,No
1161401,Closed with explanation,Yes,No
1203357,Closed with monetary relief,Yes,No
1194079,Closed with explanation,No,No
1212036,Closed with explanation,Yes,No
1203362,Closed with explanation,Yes,No
1196429,Untimely response,No,
1175380,Closed with explanation,Yes,No
1196434,Closed with non-monetary relief,Yes,No
1196442,Closed with explanation,Yes,Yes
1204315,Closed with explanation,Yes,No
1183022,Closed with explanation,Yes,No
1183723,Closed with explanation,Yes,No
1183219,Closed with explanation,Yes,Yes
1214957,Closed,No,No
1194086,Closed with explanation,Yes,No
1212070,Closed with explanation,Yes,No
1212071,Closed with explanation,Yes,No
1175431,Closed with explanation,Yes,No
1161433,Closed with explanation,Yes,No
1196466,Closed with explanation,Yes,No
1212080,Closed with monetary relief,Yes,No
1183039,Closed with explanation,Yes,No
1161442,Closed with explanation,Yes,No
1195529,Closed with explanation,Yes,No
1203312,Closed with monetary relief,Yes,No
1196478,Closed with explanation,Yes,No
1212088,Closed with explanation,Yes,Yes
1183047,Closed with explanation,Yes,No
1177524,Closed with explanation,Yes,No
1212865,Closed with non-monetary relief,Yes,No
1175797,Closed with explanation,Yes,No
1212099,Closed with explanation,Yes,No
1196492,Closed with explanation,Yes,No
1175383,Closed,Yes,No
1191944,Closed with explanation,Yes,No
1196526,Closed with explanation,Yes,No
1175438,Closed with monetary relief,Yes,No
1161944,Closed with explanation,Yes,No
1196533,Closed with non-monetary relief,Yes,No
1183070,Closed with explanation,Yes,Yes
1183129,Closed with explanation,Yes,No
1175481,Closed with explanation,Yes,No
1205590,Closed with explanation,Yes,No
1183076,Closed with explanation,Yes,No
1183142,Closed with explanation,Yes,No
1183079,Closed with explanation,Yes,No
1212135,Closed with explanation,Yes,No
1212136,Closed with monetary relief,Yes,No
1175492,Closed,Yes,No
1213416,Closed with explanation,Yes,No
1197505,Closed with explanation,Yes,No
1175587,Closed with explanation,Yes,No
1183093,Closed with explanation,Yes,No
1196556,Closed with monetary relief,Yes,Yes
1205171,Closed with explanation,Yes,No
1162106,Closed with explanation,Yes,No
1203327,Closed with explanation,Yes,No
1175633,Closed with explanation,Yes,No
1191536,Closed with non-monetary relief,Yes,No
1162113,Closed with explanation,Yes,No
1212147,Closed with explanation,Yes,Yes
1203328,Closed with explanation,Yes,No
1196560,Closed with non-monetary relief,Yes,No
1175496,Closed with monetary relief,No,No
1175498,Closed with explanation,Yes,No
1191537,Closed with non-monetary relief,Yes,No
1162115,Closed with explanation,Yes,No
1162117,Closed with explanation,Yes,No
1183724,Closed with explanation,Yes,No
1162121,Closed with explanation,Yes,No
1212155,Closed with explanation,Yes,No
1212156,Closed with monetary relief,Yes,No
1196576,Closed with explanation,Yes,Yes
1203786,Closed with explanation,Yes,Yes
1203787,Closed with explanation,Yes,No
1162133,Closed with explanation,Yes,No
1212164,Closed with explanation,Yes,No
1212167,Closed with explanation,Yes,No
1203401,Closed with explanation,Yes,No
1196587,Closed with explanation,Yes,No
1175808,Closed with explanation,Yes,Yes
1175514,Closed with explanation,Yes,No
1175515,Closed with explanation,Yes,No
1162079,Closed with explanation,Yes,Yes
1185210,Closed with explanation,Yes,No
1196133,Closed with explanation,Yes,No
1212182,Closed with explanation,Yes,Yes
1212184,Closed with explanation,Yes,No
1161773,Closed with explanation,Yes,No
1162150,Closed with explanation,Yes,No
1183737,Closed with explanation,Yes,No
1162151,Closed with explanation,Yes,No
1162141,Closed with explanation,Yes,No
1194105,Closed with non-monetary relief,Yes,No
1161894,Closed with non-monetary relief,Yes,No
1183754,Closed with monetary relief,Yes,No
1212207,Closed with explanation,Yes,No
1194132,Closed with explanation,Yes,No
1196605,Closed with explanation,Yes,No
1212212,Closed with explanation,Yes,No
1211195,Closed with explanation,No,Yes
1192074,Untimely response,No,
1211196,Closed with explanation,Yes,Yes
1183759,Closed with explanation,Yes,Yes
1212220,Closed with explanation,Yes,No
1196615,Closed with monetary relief,Yes,No
1175554,Closed with non-monetary relief,Yes,No
1176352,Closed with explanation,Yes,No
1203295,Closed with explanation,Yes,No
1185387,Closed with explanation,Yes,Yes
1183772,Closed with explanation,Yes,No
1212203,Closed with non-monetary relief,Yes,Yes
1196213,Closed with explanation,Yes,Yes
1175549,Closed with explanation,Yes,No
1196627,Closed with explanation,Yes,No
1205060,Closed with explanation,Yes,No
1162185,Closed with explanation,Yes,No
1175571,Closed with explanation,Yes,No
1183785,Closed with explanation,Yes,No
1183786,Closed with explanation,Yes,No
1162189,Closed with explanation,Yes,Yes
1161850,Closed with non-monetary relief,Yes,No
1175581,Closed with explanation,Yes,No
1203980,Closed with non-monetary relief,Yes,No
1183806,Closed with non-monetary relief,Yes,No
1175573,Closed with non-monetary relief,Yes,No
1175525,Closed with explanation,No,No
1183622,Closed with monetary relief,Yes,No
1162210,Closed with explanation,Yes,Yes
1161896,Closed with explanation,Yes,No
1212269,Closed with non-monetary relief,Yes,No
1162216,Closed with explanation,Yes,Yes
1194117,Closed with explanation,Yes,No
